order_id,product_id,quantity
ORD-0008951,32.0,1
ORD-0006723,927.0,3
ORD-0019547,1131.0,2
ORD-0009885,128.0,4
ORD-0006001,938.0,2
ORD-0000988,1283.0,4
ORD-0009388,866.0,3
ORD-0002800,1239.0,3
ORD-0009561,673.0,2
ORD-0010312,1417.0,3
ORD-0014128,1911.0,4
ORD-0008675,574.0,2
ORD-0007132,38.0,2
ORD-0019570,126.0,2
ORD-0020375,192.0,1
ORD-0005919,1296.0,1
ORD-0024968,210.0,1
ORD-0012410,227.0,1
ORD-0007515,426.0,1
ORD-0022003,697.0,3
ORD-0008181,1431.0,1
ORD-0021800,56.0,4
ORD-0006229,1066.0,3
ORD-0010266,999.0,1
ORD-0008202,926.0,4
ORD-0019360,493.0,4
ORD-0008195,392.0,2
ORD-0006052,1458.0,1
ORD-0024990,1636.0,3
ORD-0010500,35.0,2
ORD-0007459,516.0,4
ORD-0008613,1206.0,2
ORD-0010935,366.0,4
ORD-0023546,1345.0,3
ORD-0011913,1415.0,4
ORD-0010702,546.0,1
ORD-0007041,1049.0,3
ORD-0006386,631.0,4
ORD-0008928,91.0,4
ORD-0016301,54.0,4
ORD-0016602,810.0,1
ORD-0019200,530.0,3
ORD-0009828,1256.0,3
ORD-0005242,927.0,4
ORD-0010747,485.0,3
ORD-0022120,958.0,1
ORD-0020568,1261.0,1
ORD-0011100,541.0,3
ORD-0017716,998.0,2
ORD-0015199,709.0,2
ORD-0023560,1151.0,3
ORD-0002028,1217.0,3
ORD-0016569,5.0,1
ORD-0005874,1166.0,3
ORD-0016599,1274.0,1
ORD-0015265,130.0,3
ORD-0009451,42.0,4
ORD-0010329,720.0,4
ORD-0020509,41.0,4
ORD-0009300,1290.0,2
ORD-0021533,42.0,1
ORD-0005657,168.0,3
ORD-0014548,44.0,4
ORD-0001541,543.0,3
ORD-0000826,500.0,3
ORD-0000386,1813.0,4
ORD-0001882,9.0,3
ORD-0004568,648.0,2
ORD-0015308,1100.0,4
ORD-0016724,58.0,2
ORD-0004377,1153.0,4
ORD-0015087,31.0,2
ORD-0003424,237.0,3
ORD-0009437,85.0,2
ORD-0004362,1043.0,3
ORD-0019613,537.0,1
ORD-0000507,845.0,3
ORD-0020008,1230.0,1
ORD-0020819,876.0,3
ORD-0018808,1312.0,4
ORD-0011735,337.0,3
ORD-0024421,676.0,2
ORD-0014761,1132.0,4
ORD-0013850,1480.0,3
ORD-0017079,254.0,3
ORD-0009743,654.0,1
ORD-0022707,399.0,3
ORD-0019674,206.0,2
ORD-0024817,631.0,4
ORD-0018634,91.0,3
ORD-0001267,1229.0,4
ORD-0009782,734.0,3
ORD-0010190,350.0,1
ORD-0003343,349.0,4
ORD-0003953,1114.0,3
ORD-0019312,244.0,3
ORD-0003242,103.0,2
ORD-0005610,1236.0,2
ORD-0021899,923.0,2
ORD-0010085,335.0,1
ORD-0023599,773.0,3
ORD-0018410,700.0,2
ORD-0018935,814.0,2
ORD-0023123,1411.0,4
ORD-0016561,841.0,3
ORD-0020850,1136.0,3
ORD-0023372,25.0,2
ORD-0021542,1147.0,4
ORD-0024754,388.0,1
ORD-0016191,202.0,1
ORD-0019104,1262.0,2
ORD-0010645,1050.0,4
ORD-0009163,1301.0,2
ORD-0018520,465.0,4
ORD-0002666,819.0,1
ORD-0011301,1226.0,3
ORD-0010638,115.0,1
ORD-0013712,1363.0,1
ORD-0020302,93.0,3
ORD-0002496,684.0,3
ORD-0013259,1403.0,4
ORD-0022049,969.0,1
ORD-0023100,462.0,1
ORD-0023592,970.0,4
ORD-0003912,474.0,1
ORD-0001017,972.0,2
ORD-0000725,272.0,1
ORD-0009702,1126.0,4
ORD-0003799,224.0,1
ORD-0024984,919.0,3
ORD-0010377,1046.0,1
ORD-0000198,1151.0,1
ORD-0007754,442.0,4
ORD-0004911,1286.0,1
ORD-0013498,539.0,4
ORD-0000232,489.0,4
ORD-0008115,831.0,2
ORD-0002989,654.0,1
ORD-0002817,82.0,3
ORD-0006311,197.0,3
ORD-0018759,74.0,4
ORD-0016560,1476.0,1
ORD-0006677,591.0,3
ORD-0023973,1410.0,2
ORD-0024937,774.0,1
ORD-0014010,1292.0,2
ORD-0009896,1482.0,2
ORD-0023024,1139.0,2
ORD-0002140,972.0,3
ORD-0014028,260.0,1
ORD-0022308,1255.0,4
ORD-0002361,1263.0,1
ORD-0015004,955.0,4
ORD-0003883,1451.0,1
ORD-0008152,164.0,2
ORD-0013632,1317.0,3
ORD-0008787,29.0,4
ORD-0000838,748.0,1
ORD-0018088,472.0,4
ORD-0011623,1009.0,2
ORD-0001715,119.0,1
ORD-0013264,1116.0,2
ORD-0017683,90.0,1
ORD-0020743,1234.0,1
ORD-0000533,74.0,2
ORD-0006928,1025.0,4
ORD-0022598,261.0,2
ORD-0001922,429.0,4
ORD-0010836,294.0,2
ORD-0022083,247.0,2
ORD-0006070,1499.0,4
ORD-0002418,440.0,3
ORD-0003846,730.0,1
ORD-0022208,432.0,1
ORD-0008980,1160.0,4
ORD-0018848,913.0,2
ORD-0006617,1208.0,1
ORD-0022460,93.0,3
ORD-0016104,477.0,3
ORD-0013121,188.0,3
ORD-0018731,1331.0,1
ORD-0013337,126.0,4
ORD-0013972,1127.0,3
ORD-0019391,658.0,4
ORD-0013858,429.0,1
ORD-0005620,493.0,4
ORD-0023708,993.0,4
ORD-0004423,71.0,3
ORD-0024475,382.0,2
ORD-0018247,851.0,4
ORD-0009697,1257.0,1
ORD-0012379,1261.0,4
ORD-0001465,347.0,1
ORD-0002259,81.0,4
ORD-0010897,1430.0,4
ORD-0000026,934.0,1
ORD-0019142,473.0,4
ORD-0019341,265.0,1
ORD-0007704,577.0,1
ORD-0019008,487.0,1
ORD-0022652,447.0,2
ORD-0000052,903.0,1
ORD-0023791,802.0,2
ORD-0015277,1048.0,2
ORD-0002691,1472.0,2
ORD-0003412,1144.0,1
ORD-0007498,241.0,3
ORD-0018865,765.0,1
ORD-0023203,729.0,1
ORD-0010004,339.0,2
ORD-0014135,1336.0,3
ORD-0021527,1113.0,3
ORD-0017467,84.0,1
ORD-0004776,814.0,3
ORD-0022811,431.0,2
ORD-0022566,284.0,3
ORD-0021778,564.0,2
ORD-0015613,704.0,3
ORD-0001035,256.0,3
ORD-0015620,1278.0,3
ORD-0012973,389.0,3
ORD-0006176,46.0,2
ORD-0015422,545.0,1
ORD-0011936,,3
ORD-0015920,991.0,3
ORD-0010164,681.0,4
ORD-0021635,115.0,4
ORD-0018032,56.0,4
ORD-0017010,1114.0,1
ORD-0008913,1408.0,4
ORD-0006958,894.0,3
ORD-0014009,714.0,4
ORD-0018610,127.0,4
ORD-0016592,1159.0,1
ORD-0009531,888.0,1
ORD-0007242,817.0,4
ORD-0013453,801.0,1
ORD-0014193,661.0,3
ORD-0024325,814.0,2
ORD-0012746,1406.0,1
ORD-0021972,462.0,2
ORD-0016058,73.0,4
ORD-0008316,97.0,1
ORD-0013012,161.0,1
ORD-0020959,1389.0,3
ORD-0003812,905.0,1
ORD-0020057,309.0,3
ORD-0023385,203.0,1
ORD-0015904,928.0,3
ORD-0001410,1267.0,3
ORD-0007046,195.0,4
ORD-0020466,1228.0,4
ORD-0009002,1085.0,2
ORD-0016118,1941.0,1
ORD-0000638,961.0,3
ORD-0009392,230.0,3
ORD-0001569,1088.0,2
ORD-0006416,1260.0,2
ORD-0007083,1173.0,4
ORD-0024650,937.0,2
ORD-0016507,1092.0,4
ORD-0011218,195.0,3
ORD-0021010,177.0,1
ORD-0009294,1210.0,2
ORD-0023025,907.0,1
ORD-0014532,1088.0,1
ORD-0001555,362.0,1
ORD-0023382,565.0,2
ORD-0009787,463.0,3
ORD-0010197,1197.0,3
ORD-0013788,1149.0,1
ORD-0007080,1436.0,4
ORD-0005923,1067.0,3
ORD-0001129,1457.0,4
ORD-0008167,601.0,3
ORD-0018487,569.0,4
ORD-0010469,1066.0,4
ORD-0011949,208.0,2
ORD-0011537,963.0,2
ORD-0011460,901.0,4
ORD-0012212,470.0,4
ORD-0009803,1418.0,3
ORD-0019533,1351.0,2
ORD-0014451,897.0,2
ORD-0022934,143.0,4
ORD-0004560,369.0,4
ORD-0015710,841.0,4
ORD-0014297,1093.0,4
ORD-0010665,975.0,4
ORD-0021895,1078.0,1
ORD-0002980,1493.0,3
ORD-0001606,522.0,2
ORD-0008580,1043.0,1
ORD-0018970,1361.0,2
ORD-0018492,1313.0,1
ORD-0005481,991.0,1
ORD-0018680,1012.0,4
ORD-0020685,174.0,4
ORD-0003471,1390.0,3
ORD-0018485,1181.0,1
ORD-0023109,252.0,4
ORD-0013311,243.0,3
ORD-0018204,91.0,4
ORD-0023223,937.0,4
ORD-0016242,350.0,2
ORD-0005225,6.0,1
ORD-0015413,1417.0,4
ORD-0001917,863.0,1
ORD-0012355,1135.0,1
ORD-0020546,921.0,1
ORD-0009460,1478.0,1
ORD-0008353,1462.0,4
ORD-0021634,910.0,3
ORD-0015524,1163.0,2
ORD-0021559,992.0,3
ORD-0019761,1052.0,1
ORD-0006403,233.0,3
ORD-0017079,1045.0,3
ORD-0009581,,3
ORD-0018741,933.0,4
ORD-0016304,62.0,2
ORD-0000997,670.0,2
ORD-0020264,1432.0,3
ORD-0006196,527.0,1
ORD-0017382,1099.0,3
ORD-0003620,1089.0,2
ORD-0003665,586.0,1
ORD-0023789,558.0,2
ORD-0010185,222.0,4
ORD-0010765,186.0,4
ORD-0009280,641.0,2
ORD-0010908,1184.0,4
ORD-0000451,44.0,2
ORD-0022463,286.0,3
ORD-0022206,1112.0,2
ORD-0015001,296.0,3
ORD-0016479,372.0,1
ORD-0009387,1269.0,4
ORD-0008982,964.0,4
ORD-0024732,15.0,1
ORD-0014066,918.0,4
ORD-0016563,316.0,3
ORD-0023648,1017.0,2
ORD-0004798,729.0,3
ORD-0005208,322.0,4
ORD-0010980,1325.0,3
ORD-0005871,891.0,4
ORD-0020771,438.0,3
ORD-0014574,1087.0,3
ORD-0001398,162.0,1
ORD-0011455,1463.0,3
ORD-0012352,813.0,3
ORD-0006795,1139.0,1
ORD-0005897,1266.0,1
ORD-0024618,904.0,2
ORD-0000287,1408.0,2
ORD-0003983,759.0,3
ORD-0006847,122.0,4
ORD-0018694,731.0,2
ORD-0011726,421.0,3
ORD-0009106,343.0,3
ORD-0009869,1300.0,1
ORD-0024428,160.0,2
ORD-0023406,1243.0,3
ORD-0003200,254.0,4
ORD-0008612,1158.0,1
ORD-0012510,1232.0,2
ORD-0002016,622.0,3
ORD-0005552,141.0,3
ORD-0008344,544.0,2
ORD-0001418,1015.0,2
ORD-0023976,83.0,-3
ORD-0012828,1370.0,4
ORD-0006457,172.0,2
ORD-0003956,816.0,4
ORD-0012674,493.0,2
ORD-0016909,809.0,4
ORD-0002794,88.0,4
ORD-0018817,457.0,1
ORD-0014543,1700.0,1
ORD-0006002,519.0,2
ORD-0022923,1185.0,4
ORD-0013037,623.0,3
ORD-0021004,96.0,1
ORD-0019499,128.0,1
ORD-0022407,1175.0,1
ORD-0016044,1130.0,3
ORD-0023783,917.0,1
ORD-0000021,281.0,2
ORD-0023982,659.0,4
ORD-0010562,927.0,3
ORD-0007761,786.0,1
ORD-0022104,375.0,4
ORD-0000628,1122.0,3
ORD-0011633,1018.0,3
ORD-0001598,250.0,3
ORD-0022612,1422.0,1
ORD-0007196,1194.0,1
ORD-0014571,332.0,1
ORD-0022587,1194.0,4
ORD-0012966,1208.0,3
ORD-0012996,1066.0,1
ORD-0023074,1494.0,3
ORD-0000305,364.0,1
ORD-0012062,1180.0,3
ORD-0005447,1673.0,2
ORD-0012885,1193.0,4
ORD-0022686,178.0,2
ORD-0010606,135.0,2
ORD-0017205,1442.0,2
ORD-0002579,103.0,3
ORD-0013998,982.0,3
ORD-0006941,1476.0,-3
ORD-0020442,606.0,1
ORD-0000284,1009.0,1
ORD-0024196,813.0,1
ORD-0013444,364.0,1
ORD-0002769,416.0,2
ORD-0021699,1264.0,4
ORD-0020576,944.0,1
ORD-0010422,913.0,2
ORD-0015561,875.0,1
ORD-0007565,1324.0,2
ORD-0020836,1219.0,2
ORD-0019095,643.0,1
ORD-0002225,1159.0,1
ORD-0013887,1060.0,4
ORD-0006556,1408.0,3
ORD-0000865,1455.0,3
ORD-0021623,395.0,4
ORD-0021677,1173.0,2
ORD-0024319,961.0,4
ORD-0010343,61.0,-4
ORD-0019591,252.0,2
ORD-0014940,1223.0,3
ORD-0006930,606.0,2
ORD-0017661,589.0,4
ORD-0006138,1364.0,3
ORD-0021931,283.0,1
ORD-0000911,984.0,4
ORD-0015354,1071.0,2
ORD-0022592,1239.0,1
ORD-0012064,113.0,3
ORD-0024405,1332.0,2
ORD-0012543,1709.0,3
ORD-0015303,248.0,2
ORD-0009774,44.0,3
ORD-0024214,521.0,2
ORD-0007580,1113.0,4
ORD-0019721,196.0,4
ORD-0023319,934.0,1
ORD-0002531,1124.0,3
ORD-0001230,1763.0,2
ORD-0005082,447.0,2
ORD-0016399,1150.0,3
ORD-0022246,412.0,4
ORD-0023493,382.0,4
ORD-0024970,880.0,1
ORD-0002804,473.0,4
ORD-0000628,97.0,1
ORD-0012266,1158.0,3
ORD-0017154,1386.0,4
ORD-0016719,841.0,2
ORD-0008352,1430.0,2
ORD-0021150,543.0,2
ORD-0018812,926.0,4
ORD-0008499,1498.0,3
ORD-0016798,644.0,3
ORD-0006757,916.0,1
ORD-0019665,219.0,1
ORD-0015940,1448.0,3
ORD-0001726,209.0,4
ORD-0000570,864.0,1
ORD-0010070,753.0,1
ORD-0013578,61.0,1
ORD-0007812,253.0,3
ORD-0019340,899.0,3
ORD-0022155,226.0,4
ORD-0016840,362.0,1
ORD-0002048,216.0,2
ORD-0009701,792.0,2
ORD-0002713,1454.0,2
ORD-0008063,948.0,2
ORD-0000960,107.0,1
ORD-0024472,749.0,2
ORD-0021271,1055.0,-1
ORD-0011690,1180.0,3
ORD-0008096,42.0,1
ORD-0021679,842.0,3
ORD-0014482,905.0,2
ORD-0001223,339.0,4
ORD-0001317,179.0,4
ORD-0002478,496.0,3
ORD-0001322,49.0,4
ORD-0021752,972.0,-4
ORD-0019328,710.0,2
ORD-0015116,113.0,4
ORD-0016942,1414.0,4
ORD-0003008,1486.0,2
ORD-0016607,335.0,1
ORD-0013191,1286.0,1
ORD-0017398,721.0,1
ORD-0019949,547.0,4
ORD-0012748,1468.0,2
ORD-0014544,1035.0,4
ORD-0022530,840.0,4
ORD-0008899,262.0,4
ORD-0016025,458.0,2
ORD-0010793,49.0,2
ORD-0021385,1387.0,3
ORD-0006659,823.0,4
ORD-0002566,188.0,1
ORD-0018856,1481.0,1
ORD-0022865,514.0,4
ORD-0016962,1002.0,3
ORD-0006359,417.0,1
ORD-0023727,1488.0,3
ORD-0007241,125.0,2
ORD-0015376,804.0,1
ORD-0023165,12.0,4
ORD-0023416,125.0,1
ORD-0011525,584.0,3
ORD-0019490,731.0,3
ORD-0013039,1290.0,4
ORD-0024038,741.0,4
ORD-0013763,354.0,1
ORD-0019610,751.0,1
ORD-0011576,469.0,2
ORD-0019855,576.0,4
ORD-0012841,1281.0,4
ORD-0019632,402.0,3
ORD-0019305,81.0,4
ORD-0009675,1323.0,2
ORD-0006005,1437.0,4
ORD-0003770,39.0,3
ORD-0023916,184.0,2
ORD-0005572,1162.0,4
ORD-0009626,1232.0,4
ORD-0021781,574.0,3
ORD-0005105,478.0,1
ORD-0001246,698.0,3
ORD-0018945,946.0,1
ORD-0000241,661.0,1
ORD-0004397,1151.0,1
ORD-0018095,411.0,2
ORD-0013142,119.0,3
ORD-0022920,1192.0,3
ORD-0017486,420.0,2
ORD-0024593,944.0,1
ORD-0008065,184.0,4
ORD-0015052,1851.0,2
ORD-0017544,970.0,2
ORD-0013490,1145.0,2
ORD-0023281,1437.0,2
ORD-0019707,1172.0,4
ORD-0008294,1275.0,4
ORD-0002368,327.0,4
ORD-0005229,346.0,4
ORD-0011023,886.0,1
ORD-0000081,1096.0,1
ORD-0009582,234.0,4
ORD-0021306,680.0,4
ORD-0010685,42.0,1
ORD-0008378,1413.0,1
ORD-0022254,1077.0,3
ORD-0013436,779.0,3
ORD-0005149,1260.0,4
ORD-0005435,1356.0,2
ORD-0000626,508.0,3
ORD-0013866,1064.0,4
ORD-0006634,1235.0,2
ORD-0019293,363.0,4
ORD-0023252,99.0,4
ORD-0016420,376.0,2
ORD-0021038,261.0,4
ORD-0010512,1208.0,3
ORD-0000456,25.0,4
ORD-0001711,1054.0,3
ORD-0020099,790.0,3
ORD-0015172,606.0,4
ORD-0007135,1468.0,-3
ORD-0013997,334.0,2
ORD-0021913,777.0,2
ORD-0016189,1319.0,1
ORD-0003855,626.0,1
ORD-0008621,1280.0,3
ORD-0011773,531.0,1
ORD-0016195,901.0,1
ORD-0003520,42.0,4
ORD-0005950,640.0,3
ORD-0002110,632.0,4
ORD-0006518,585.0,4
ORD-0010733,1436.0,1
ORD-0023699,89.0,2
ORD-0011552,221.0,2
ORD-0007386,1298.0,3
ORD-0002832,487.0,4
ORD-0016185,872.0,4
ORD-0008370,608.0,4
ORD-0002380,1298.0,2
ORD-0013071,1186.0,4
ORD-0012346,927.0,3
ORD-0002811,1436.0,4
ORD-0013096,1445.0,3
ORD-0003135,262.0,1
ORD-0002269,917.0,3
ORD-0000239,1150.0,3
ORD-0017981,585.0,3
ORD-0021249,332.0,4
ORD-0024906,1014.0,1
ORD-0016646,1358.0,4
ORD-0016281,861.0,3
ORD-0004325,1315.0,2
ORD-0018443,401.0,4
ORD-0023577,348.0,4
ORD-0015618,930.0,3
ORD-0020017,1353.0,4
ORD-0005028,1394.0,3
ORD-0011761,521.0,1
ORD-0006612,347.0,3
ORD-0019357,469.0,1
ORD-0002795,1365.0,4
ORD-0023962,409.0,2
ORD-0007126,775.0,3
ORD-0022731,593.0,3
ORD-0009015,488.0,2
ORD-0000991,490.0,1
ORD-0007052,960.0,3
ORD-0018748,1027.0,1
ORD-0003384,1233.0,2
ORD-0006479,1431.0,4
ORD-0003417,260.0,3
ORD-0020944,814.0,2
ORD-0001628,893.0,1
ORD-0002676,1497.0,4
ORD-0018949,1400.0,2
ORD-0012505,854.0,2
ORD-0020965,1136.0,4
ORD-0020487,609.0,2
ORD-0015028,922.0,3
ORD-0017880,1352.0,2
ORD-0007941,1455.0,2
ORD-0022794,1089.0,4
ORD-0022982,1243.0,4
ORD-0018436,890.0,2
ORD-0023414,1396.0,4
ORD-0017302,699.0,2
ORD-0003680,973.0,-3
ORD-0002030,1482.0,4
ORD-0010300,859.0,2
ORD-0018522,979.0,1
ORD-0009276,387.0,4
ORD-0008143,851.0,2
ORD-0015174,1038.0,1
ORD-0022483,109.0,3
ORD-0003410,1447.0,4
ORD-0014219,313.0,3
ORD-0003324,983.0,3
ORD-0000429,499.0,3
ORD-0006278,1369.0,1
ORD-0013938,1471.0,2
ORD-0010796,166.0,3
ORD-0005586,970.0,1
ORD-0023374,799.0,4
ORD-0017660,446.0,4
ORD-0019050,1493.0,1
ORD-0003830,123.0,3
ORD-0006288,406.0,4
ORD-0010420,734.0,4
ORD-0017690,522.0,2
ORD-0024043,31.0,2
ORD-0011451,233.0,3
ORD-0012534,992.0,1
ORD-0002645,84.0,4
ORD-0002276,63.0,4
ORD-0012131,529.0,4
ORD-0012238,1397.0,3
ORD-0023826,453.0,4
ORD-0021761,366.0,4
ORD-0014250,1050.0,1
ORD-0007745,247.0,4
ORD-0007791,658.0,2
ORD-0007354,1265.0,3
ORD-0017702,274.0,1
ORD-0008400,1323.0,1
ORD-0018327,1302.0,4
ORD-0014915,1009.0,3
ORD-0019553,761.0,3
ORD-0015171,582.0,2
ORD-0000443,233.0,3
ORD-0001749,1010.0,3
ORD-0001642,348.0,4
ORD-0018216,794.0,3
ORD-0000211,805.0,2
ORD-0007107,974.0,4
ORD-0002701,1453.0,2
ORD-0018024,825.0,3
ORD-0001504,303.0,1
ORD-0018846,295.0,3
ORD-0021520,889.0,1
ORD-0004023,986.0,1
ORD-0015206,398.0,2
ORD-0024075,829.0,4
ORD-0016095,472.0,3
ORD-0004568,416.0,2
ORD-0010473,15.0,1
ORD-0003088,349.0,2
ORD-0019871,1309.0,2
ORD-0013738,,1
ORD-0018406,146.0,3
ORD-0017945,536.0,3
ORD-0019798,940.0,3
ORD-0004516,863.0,1
ORD-0023551,829.0,3
ORD-0007837,454.0,1
ORD-0010455,1380.0,1
ORD-0004437,415.0,2
ORD-0008791,104.0,2
ORD-0014099,553.0,1
ORD-0013067,919.0,2
ORD-0013174,171.0,1
ORD-0024105,225.0,2
ORD-0014949,795.0,4
ORD-0009640,1153.0,1
ORD-0021680,6.0,1
ORD-0011714,980.0,1
ORD-0008616,939.0,3
ORD-0013350,1369.0,2
ORD-0006838,1492.0,2
ORD-0017626,1310.0,1
ORD-0021502,502.0,2
ORD-0004451,847.0,4
ORD-0021959,114.0,2
ORD-0004968,755.0,1
ORD-0017877,1119.0,4
ORD-0009152,393.0,1
ORD-0013546,1280.0,2
ORD-0022183,1054.0,1
ORD-0014396,1438.0,2
ORD-0009904,851.0,1
ORD-0007231,867.0,3
ORD-0003314,553.0,1
ORD-0018695,1388.0,1
ORD-0009499,1133.0,1
ORD-0009495,1029.0,1
ORD-0010678,804.0,2
ORD-0001331,556.0,1
ORD-0017951,1002.0,1
ORD-0012368,218.0,3
ORD-0022988,879.0,3
ORD-0009634,502.0,4
ORD-0008525,909.0,4
ORD-0014851,288.0,3
ORD-0020393,126.0,2
ORD-0021408,1240.0,4
ORD-0012357,836.0,1
ORD-0024638,686.0,1
ORD-0022783,1129.0,1
ORD-0008410,1484.0,2
ORD-0014925,928.0,-4
ORD-0004611,289.0,1
ORD-0020308,1240.0,4
ORD-0002906,1296.0,3
ORD-0014308,206.0,1
ORD-0022193,898.0,2
ORD-0016579,1307.0,3
ORD-0022377,608.0,2
ORD-0009756,273.0,3
ORD-0015233,248.0,2
ORD-0019939,1326.0,1
ORD-0002127,1485.0,3
ORD-0005094,850.0,4
ORD-0007910,1498.0,2
ORD-0009421,1861.0,1
ORD-0020386,502.0,1
ORD-0015407,792.0,3
ORD-0019031,1339.0,4
ORD-0009207,190.0,2
ORD-0001320,352.0,3
ORD-0007831,1065.0,3
ORD-0020319,1168.0,4
ORD-0000329,1259.0,2
ORD-0006452,408.0,4
ORD-0012232,129.0,2
ORD-0021496,874.0,3
ORD-0018687,613.0,3
ORD-0005840,424.0,3
ORD-0015697,969.0,4
ORD-0011136,229.0,4
ORD-0001635,138.0,1
ORD-0011603,141.0,3
ORD-0019735,318.0,1
ORD-0003579,38.0,4
ORD-0016010,810.0,3
ORD-0021477,1149.0,3
ORD-0005035,4.0,1
ORD-0022409,820.0,2
ORD-0009435,634.0,4
ORD-0002767,544.0,3
ORD-0001093,1348.0,2
ORD-0004748,61.0,2
ORD-0019199,552.0,2
ORD-0013443,76.0,1
ORD-0000169,901.0,3
ORD-0003188,178.0,3
ORD-0004064,130.0,2
ORD-0003988,1219.0,2
ORD-0015443,1333.0,2
ORD-0016350,1426.0,1
ORD-0024672,538.0,4
ORD-0006351,1369.0,2
ORD-0018426,512.0,4
ORD-0002902,1399.0,3
ORD-0018639,313.0,2
ORD-0023422,206.0,3
ORD-0013917,167.0,3
ORD-0016355,414.0,4
ORD-0011252,,3
ORD-0013897,860.0,2
ORD-0010774,1226.0,2
ORD-0018015,1317.0,4
ORD-0004854,518.0,4
ORD-0013910,897.0,1
ORD-0023802,941.0,2
ORD-0003260,1487.0,1
ORD-0007212,377.0,3
ORD-0012310,47.0,1
ORD-0019002,1470.0,3
ORD-0009871,402.0,-4
ORD-0000783,1261.0,1
ORD-0004843,650.0,1
ORD-0001598,1393.0,3
ORD-0016110,1270.0,4
ORD-0024751,632.0,3
ORD-0013084,1170.0,2
ORD-0016908,693.0,1
ORD-0021506,572.0,2
ORD-0005521,1.0,3
ORD-0004120,29.0,3
ORD-0010927,53.0,3
ORD-0001086,817.0,1
ORD-0007848,833.0,3
ORD-0008425,818.0,4
ORD-0019805,672.0,1
ORD-0003588,858.0,2
ORD-0010407,1256.0,4
ORD-0009587,1301.0,2
ORD-0007050,296.0,3
ORD-0004971,33.0,2
ORD-0018875,1370.0,4
ORD-0000078,210.0,2
ORD-0023406,202.0,3
ORD-0011163,382.0,2
ORD-0007809,1379.0,2
ORD-0002433,202.0,4
ORD-0018244,660.0,2
ORD-0010231,1101.0,1
ORD-0000975,75.0,3
ORD-0010794,35.0,4
ORD-0018105,850.0,4
ORD-0015670,423.0,3
ORD-0014217,17.0,2
ORD-0009519,244.0,4
ORD-0011640,1463.0,3
ORD-0015960,1332.0,2
ORD-0013045,440.0,1
ORD-0024407,424.0,2
ORD-0015927,465.0,1
ORD-0005971,139.0,3
ORD-0016050,913.0,2
ORD-0011773,520.0,2
ORD-0014938,992.0,3
ORD-0017400,,2
ORD-0020644,396.0,2
ORD-0020207,1404.0,3
ORD-0020227,609.0,3
ORD-0011829,1014.0,4
ORD-0022607,838.0,3
ORD-0010099,1189.0,4
ORD-0009471,1262.0,4
ORD-0018663,1045.0,3
ORD-0015945,168.0,2
ORD-0020218,626.0,1
ORD-0001994,828.0,2
ORD-0012613,645.0,1
ORD-0019379,461.0,4
ORD-0024567,419.0,1
ORD-0008213,1369.0,1
ORD-0022618,1066.0,3
ORD-0000373,1428.0,2
ORD-0024911,1221.0,1
ORD-0008383,708.0,4
ORD-0021873,1044.0,2
ORD-0007421,506.0,2
ORD-0018695,789.0,1
ORD-0011304,731.0,3
ORD-0012648,618.0,1
ORD-0021040,895.0,1
ORD-0012831,960.0,2
ORD-0018020,520.0,2
ORD-0009297,762.0,2
ORD-0007614,855.0,4
ORD-0007661,764.0,1
ORD-0010555,122.0,2
ORD-0015774,486.0,3
ORD-0008256,44.0,1
ORD-0014106,254.0,1
ORD-0007698,1389.0,2
ORD-0019096,416.0,2
ORD-0013194,598.0,2
ORD-0015515,512.0,1
ORD-0008725,165.0,1
ORD-0005624,600.0,3
ORD-0012212,684.0,1
ORD-0012867,1022.0,3
ORD-0011024,927.0,1
ORD-0013377,1396.0,1
ORD-0022986,387.0,3
ORD-0022302,766.0,3
ORD-0016450,548.0,1
ORD-0012348,834.0,2
ORD-0017456,946.0,2
ORD-0010954,816.0,1
ORD-0018273,380.0,3
ORD-0020840,1038.0,3
ORD-0003973,482.0,1
ORD-0008412,564.0,1
ORD-0011743,687.0,3
ORD-0018512,192.0,3
ORD-0005861,806.0,4
ORD-0015600,640.0,1
ORD-0024080,111.0,4
ORD-0005975,736.0,1
ORD-0018215,492.0,4
ORD-0002744,1370.0,1
ORD-0017413,1413.0,1
ORD-0007528,989.0,4
ORD-0010784,939.0,3
ORD-0002095,1160.0,3
ORD-0020243,1172.0,3
ORD-0018663,338.0,3
ORD-0006989,972.0,3
ORD-0011780,1359.0,3
ORD-0023296,1472.0,4
ORD-0016075,1331.0,3
ORD-0012774,602.0,1
ORD-0010844,735.0,3
ORD-0008253,806.0,2
ORD-0005228,524.0,2
ORD-0014082,1450.0,3
ORD-0006191,74.0,1
ORD-0015173,330.0,2
ORD-0001894,957.0,3
ORD-0004072,351.0,3
ORD-0018852,823.0,3
ORD-0023684,426.0,2
ORD-0006823,1349.0,4
ORD-0000023,106.0,4
ORD-0009140,791.0,2
ORD-0019685,85.0,2
ORD-0003597,1460.0,3
ORD-0002830,952.0,4
ORD-0006437,202.0,1
ORD-0018769,881.0,4
ORD-0024312,1460.0,1
ORD-0017744,545.0,3
ORD-0011743,1187.0,2
ORD-0011207,1232.0,4
ORD-0007543,1459.0,1
ORD-0016210,816.0,2
ORD-0000409,433.0,1
ORD-0009812,1013.0,4
ORD-0000782,1280.0,2
ORD-0006882,427.0,1
ORD-0018299,3.0,3
ORD-0016425,1232.0,4
